ID;Наименование;Описание;Фото;Производитель;Артикул;"Диаметр, мм";"Длина режущей части ножа, мм";"Общая длина, мм";"Диаметр хвостовика, мм";"Градус резки, °";"Количество зубьев, шт.";"Обрабатываемый материал";"Частота вращения, об/мин";Стоимость;Наличие
6767;"D=38.4x25.4x70 S=8 Набор фрез для сращивания ""Угол""ARDEN 336821/337821";;https://tooldirect.ru/upload/iblock/e69/e69738747700f926c54674d958c5d6f5.jpg;ARDEN;336821/337821;38.5;27.4;70;8;90;2;"МДФ,Фанера,Мягкая древесина,Твёрдая древесина,Пластик";18000;6790.00;"от 20";"Фрезы для сращивания V образные"
5091;"D=10x10x45 S=8 ARDEN арт.209830 Фреза для обработки фасадов (МДФ, пластик, ЛДСП, дерево) радиусного типа (псевдофилёнка ) R5=5 Z=2";;https://tooldirect.ru/upload/iblock/431/431b00071ccf10ad868050088ca6aa5d.png;ARDEN;209830;10;10;45;8;;;;;1540.00;"ожидается поступление";"Фрезы радиусные псевдофилёнка"
5135;"R=4.76 D=9.53x9.53x45 S=8 ARDEN арт.225831 Фреза для работы по фасадам (обработка МДФ, дерева, ЛДСП, пластика) со скруглением (для станка с ЧПУ и ручного фрезера)";;https://tooldirect.ru/upload/iblock/fdd/fddc943a71ccdb93006ff9134cce0739.png;ARDEN;225831;9.53;9.53;45;8;;;;;1560.00;"от 20";"Фрезы для фасадов скругление"
5072;"R=4.76 D=9.5x12.7x46 S=8 ARDEN арт.204841 Фреза (МДФ, ЛДСП, дерево, пластик) галтельного типа круглый нос (пальчиковая) (для ЧПУ станков и ручных фрезеров)";;https://tooldirect.ru/upload/iblock/8ba/8ba2f3ea78a190537997b7628253be76.png;ARDEN;204841;9.5;12.7;46;8;;;;;1410.00;"ожидается поступление";"Фрезы галтельные";"Фрезы пальчиковые"
5181;"R=4.8 R1=4 D=36x14.5x56 S=8 ARDEN арт.357850 Фреза (обработка МДФ, пластика, дерева, ЛДСП) тип молдинговый форма фигурная ""Классический гусёк"" (нижний подшипник) для фрезеров ручных";;https://tooldirect.ru/upload/iblock/140/14030aefe82a854d17b12d78e99ea717.png;ARDEN;357850;;;;;;;;;2010.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы профильные Классический Гусёк";"Фрезы профильные Классический Гусёк 6"
5092;"R=5  Z=2 D=21x12x45 S=8 ARDEN арт.209835 Фреза для обработки фасада (ЛДСП, пластик, дерево) тип радиусный (псевдофилёнка) (для ЧПУ станков и фрезеровка ручных)";;https://tooldirect.ru/upload/iblock/c0d/c0d57d1980298c1891eb3230c4b5f699.png;ARDEN;209835;21;12;45;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1760.00;"от 20";"Фрезы радиусные псевдофилёнка"
5175;"R=5 D=26x10x59 S=8 ARDEN арт.317831 Фреза (обработка пластика,МДФ, дерева, ЛДСП) типа Канавка с нижним и верхним пошипником для фрезера ручного";;https://tooldirect.ru/upload/iblock/5a4/5a44d3010ba942ea20d702f5d7b655fb.png;ARDEN;317831;26;10;59;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;3160.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы &quot;Канавки&quot;";"Фрезы &quot;Канавки&quot; с верх. и ниж. подшипником"
5079;"R=6 D=12x12x50 S=8 ARDEN арт.219810 Фреза (работа с МДФ, ЛДСП, пластиком, деревом) пальчиковая галтель с верхним подшипником (для ручных фрезеров и станков с ЧПУ)";;https://tooldirect.ru/upload/iblock/9ac/9ac236de5a573a8d09438d02afed4d65.png;ARDEN;219810;12;12;50;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Композит,Гипсокартон";;1800.00;"от 3 до 5";"Фрезы галтельные";"Фрезы пальчиковые"
5062;"R=6 D=12x9.5x42 S=8 ARDEN арт.203814 Фреза (работа с МДФ, деревом, ЛДСП, пластиком) галтельная полукруглого типа (чаша) Z=2 (для ручного фрезера и ЧПУ станка)";;https://tooldirect.ru/upload/iblock/c7d/c7d4ac17ba3219788398c1502ade9762.png;ARDEN;203814;12;9.5;42;8;;;;;1370.00;"от 3 до 5";"Фрезы галтельные";"Фрезы галтельные (чаша)"
5099;"R=6 D=23x12x45 S=8 ARDEN арт.209840 Фреза для обработки фасадов (материалы: МДФ, дерево, ЛДСП, пластик) радиусный тип (Ovolo) Z=2 (для фрезера ручного или станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/688/68835ad2834ed0988d8389d612ffde2b.png;ARDEN;209840;23;13;45;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1900.00;"от 20";"Фрезы радиусные псевдофилёнка";"Фрезы радиусные псевдофилёнка 2"
5088;"R=6.35 D=12.7x11.28x45 S=8 ARDEN арт.208821 Фреза (подходящие материалы: пластик, МДФ, дерево, ЛДСП) шаровидной формы (для станков с ЧПУ и ручных фрезеров)";;https://tooldirect.ru/upload/iblock/17c/17cbcb1a24f1e23f0b1dc592476ab956.png;ARDEN;208821;12.7;11;45;8;;;;;1400.00;"от 10 до 20";"Фрезы фигурные (профильные)";"Фрезы Шар"
5074;"R=6.35 D=12.7x15.88x50  S=8 ARDEN арт.204851 Фреза (обрабатываемые материалы: МДФ, ЛДСП, пластик, дерево) галтельного типа круглый нос (пальчиковая) (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/858/8580ff9341ec147e3bde337ef17b4f40.png;ARDEN;204851;12.7;15.9;50;8;;;;;1560.00;"от 5 до 10";"Фрезы галтельные";"Фрезы пальчиковые"
5075;"R=6.35 D=12.7x31.8x64 S=8 ARDEN арт.204823 Фреза (для работы с пластиком, ЛДСП, МДФ, деревом) круглый нос (пальчиковая) галтельная ( для ЧПУ станков и фрезеров ручных)";;https://tooldirect.ru/upload/iblock/69e/69ed6840e38d54db7e7cf3597f34391c.png;ARDEN;204823;12.7;31.8;64;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;2030.00;"от 10 до 20";"Фрезы галтельные";"Фрезы пальчиковые"
5076;"R=6.35 D=12.7x31.8x75 S=12 ARDEN арт.204223 Фреза (пластик, дерево, МДФ, ЛДСП) галтельная пальчиковая (круглый нос) (для ручного фрезера или ЧПУ станка)";;https://tooldirect.ru/upload/iblock/07b/07b857f11807b2d727fdbef064774d23.png;ARDEN;204223;12.7;31.8;75;12;;;;;2220.00;"от 5 до 10";"Фрезы галтельные";"Фрезы пальчиковые"
5136;"R=6.35 D=12.7x9.53x45 S=8 ARDEN арт.225841 Фреза для работы с фасадом (подходящие материалы: дерево, МДФ, ЛДСП, пластик) со скруглением (для фрезера ручного или станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/c56/c5626ef8171547c61b276c13c1df4ddb.png;ARDEN;225841;12.7;9.53;45;8;;;;;1750.00;"от 20";"Фрезы для фасадов скругление"
5130;"R=6.35 D=19.05x10.5x51 S=12 ARDEN арт.A0506014 Фреза для работы с фасадами (дерево, МДФ, пластик,  ЛДСП) псевдофилёнка ""Волна-1"" (для станка с ЧПУ или ручного фрезера)";;https://tooldirect.ru/upload/iblock/84a/84a83cd7a8a9af03f93c7ef4c7331d57.png;ARDEN;A0506014;19.5;10;51;12;;;;;1790.00;"от 5 до 10";"Фрезы для фасадов Волна"
5145;"R=6.35 D=25.4x12.7x56 S=8 ARDEN арт.301833 Фреза (МДФ, дерево, ЛДСП, пластик) радиусного типа кромочная  (нижний подшипник) для ручного фрезера и станка с ЧПУ Z=2";;https://tooldirect.ru/upload/iblock/764/7648caf7ad72afd2eae1402082b569d1.png;ARDEN;301833;25.4;12.7;56;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1750.00;"от 20";"Фрезы радиусные скругление";"Фрезы радиусные нижний подшипник"
5170;"R=6.35 D=28.6x14.3x57 (подшипник 9.75) S=8 ARDEN арт.313821 Фреза (дерево, МДФ, ЛДСП, пластик) фигурной формы молдинговая  ""Внутреннее скругление с полками"" для фрезеров ручных";;https://tooldirect.ru/upload/iblock/826/82623845bf5d0f3940ee99f054e5c06d.png;ARDEN;313821;28;14;55;8;;;;;2540.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы внутренее скругление с полками"
5162;"R=6.35 D=34.9x16.6x58 S=8 ARDEN арт.308821 Фреза (обработка МДФ, дерева, ЛДСП, пластика) фигурной формы молдингового типа ""Римский гусёк"" (для фрезера ручного и станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/7d1/7d125200f0c392666c06092c07ea33fe.png;ARDEN;308821;35;16;58;8;;;;;2530.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы профильные Романский гусёк"
5167;"R=6.35 D=38.1x17.5x60 S=8 ARDEN арт.311831A Фреза (для работы с МДФ, пластиком, деревом ЛДСП) форма фигурная молдинговый тип (Классика) (нижний подшипник) для фрезера ручного";;https://tooldirect.ru/upload/iblock/8a7/8a7f75609cc6c953ea7a90770f7277e1.png;ARDEN;311831A;38;17.5;58;8;;;;;3290.00;"от 3 до 5";"Фрезы фигурные (профильные)";"Фрезы профильные Классический Гусёк";"Фрезы профильные Классический Гусёк 3"
5169;"R=6.35 D=38.1x19.1 S=8 (подшипник 9.5мм) ARDEN арт.312831 Фреза (для работ с деревом, МДФ, пластиком, ЛДСП) форма фигурная молдинговый тип ""Классический римский гусёк"" (для фрезеров ручных и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/744/74499d4601122eaf9def2850eda8b32b.png;ARDEN;312831;38;20;60;8;;;;;2870.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы профильные Классический Гусёк";"Фрезы профильные Классический Гусёк 4"
5199;"R=6.35 r1=3.18 D=44.45x28.6x68 S=12 ARDEN арт.502241 Фреза (для работа по дереву, МДФ, пластику, ЛДСП) профильная (ручка) для станка ЧПУ или ручного фрезера";;https://tooldirect.ru/upload/iblock/49f/49f895f657fbb4138b548e0b026b42c4.png;ARDEN;502241;44.5;28.6;68;12;;;;;4710.00;"от 5 до 10";"Фрезы фигурные (профильные)";"Фрезы Ручка"
5113;"R=6.4 D=19x13x58 S=12 ARDEN арт.213211 Фреза для обработки фасадов ( МДФ, ЛДСП, пластик) врезная радиусного типа (Псевдофиленка) Z=2 (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/1c5/1c5e493b73a80000e081093a4c54f9f4.png;ARDEN;213211;19.05;15.93;58;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1480.00;"от 20";"Фрезы радиусные псевдофилёнка";"Фрезы радиусные псевдофилёнка 2"
5125;"R=6.4 D=19x16x48 S=8 ARDEN арт.215821 Фреза (материалы: пластик, МДФ, ЛДСП, дерево) для чаш и желобов (для ручного фрезера и станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/af8/af8e2afa62d6e08e99d6d7aa6637e8a4.png;ARDEN;215821;19;16;48;8;;;;;1980.00;"от 20";"Фрезы галтельные";"Фрезы для желобов и чаш"
5127;"R=6.4 D=19x16x48 S=8 ARDEN арт.215841B Фреза (для обработки МДФ, ЛДСП, пластика, дерева) для желобов и чаш ( с верхним подшипником) для ручного фрезера и ЧПУ станков";;https://tooldirect.ru/upload/iblock/b69/b697d22757815bda0cc9935005180d22.png;ARDEN;215841B;19;16;61;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;2370.00;"ожидается поступление";"Фрезы галтельные";"Фрезы для желобов и чаш";"Фрезы для желобов и чаш с подшипником"
5126;"R=6.4 D=31.7x16x56 S=12 ARDEN арт.215231 Фреза (обработка дерева, МДФ, ЛДСП, пластика) для желобов и чаш (для ручных фрезеров и ЧПУ станков)";;https://tooldirect.ru/upload/iblock/005/0058ad649c9988742e3dae4d111288eb.png;ARDEN;215231;32;16;56;12;;;;;2710.00;"от 3 до 5";"Фрезы галтельные";"Фрезы для желобов и чаш"
5077;"R=7.94 D=15.88x31.75x64 S=8 RDEN204833 Фреза (обработка МДФ, ЛДСП, дерева, пластика) галтельного типа круглый нос (пальчиковая) (для ЧПУ станков или ручных фрезеров)";;https://tooldirect.ru/upload/iblock/74f/74ff30dc5fc7e0c56550cc49c8d12193.png;ARDEN;204833;15.9;31.8;64;8;;;;;2490.00;"от 20";"Фрезы галтельные";"Фрезы пальчиковые"
5171;"R=7.94 D=31,8x15,9x58 S=8 ARDEN арт.313831 Фреза (МДФ, дерево, пластик ЛДСП) фигурной формы молдингового типа  ""Внутреннее скругление с полками"" для фрезера ручного";;https://tooldirect.ru/upload/iblock/e4b/e4b382ddcfb37ec1bf8837f3dd367f00.png;ARDEN;313831;32;16;62;8;;;;;2730.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы внутренее скругление с полками"
